zipcode,state,is remote
84654,Texas,true
84654,Utah,true
84656,Texas,true
84656,Utah,true
84657,Texas,true
84657,Utah,true
84662,Texas,true
84662,Utah,true
84665,Texas,true
84665,Utah,true
84667,Texas,true
84667,Utah,true
84701,Texas,true
84701,Utah,true
84710,Texas,true
84710,Utah,true
84711,Texas,true
84711,Utah,true
84712,Texas,true
84712,Utah,true
84713,Texas,true
84713,Utah,true
84716,Texas,true
84716,Utah,true
84724,Texas,true
84724,Utah,true
84728,Texas,true
84728,Utah,true
84729,Texas,true
84729,Utah,true
84737,Texas,true
84737,Utah,true
84741,Texas,true
84741,Utah,true
84753,Texas,true
84753,Utah,true
84755,Texas,true
84755,Utah,true
84758,Texas,true
84758,Utah,true
84773,Texas,true
84773,Utah,true
85328,Arizona,true
85328,Texas,true
85362,Arizona,true
85362,Texas,true
85541,Arizona,true
85541,Texas,true
85553,Arizona,true
85553,Texas,true
85554,Arizona,true
85554,Texas,true
85619,Arizona,true
85619,Texas,true
85633,Arizona,true
85633,Texas,true
85634,Arizona,true
85634,Texas,true
85639,Arizona,true
85639,Texas,true
85920,Arizona,true
85920,Texas,true
85922,Arizona,true
85922,Texas,true
85932,Arizona,true
85932,Texas,true
85936,Arizona,true
85936,Texas,true
85942,Arizona,true
85942,Texas,true
86016,Arizona,true
86016,Texas,true
86020,Arizona,true
86020,Texas,true
86022,Arizona,true
86022,Texas,true
86023,Arizona,true
86023,Texas,true
86030,Arizona,true
86030,Texas,true
86031,Arizona,true
86031,Texas,true
86033,Arizona,true
86033,Texas,true
86034,Arizona,true
86034,Texas,true
86036,Arizona,true
86036,Texas,true
86039,Arizona,true
86039,Texas,true
86042,Arizona,true
86042,Texas,true
86043,Arizona,true
86043,Texas,true
86044,Arizona,true
86044,Texas,true
86052,Arizona,true
86052,Texas,true
86053,Arizona,true
86053,Texas,true
86054,Arizona,true
86054,Texas,true
86331,Arizona,true
86331,Texas,true
86332,Arizona,true
86332,Texas,true
86342,Arizona,true
86342,Texas,true
86343,Arizona,true
86343,Texas,true
86411,Arizona,true
86411,Texas,true
86431,Arizona,true
86431,Texas,true
86434,Arizona,true
86434,Texas,true
86437,Arizona,true
86437,Texas,true
86441,Arizona,true
86441,Texas,true
86443,Arizona,true
86443,Texas,true
86444,Arizona,true
86444,Texas,true
86502,Arizona,true
86502,Texas,true
86503,Arizona,true
86503,Texas,true
86504,Arizona,true
86504,Texas,true
86506,Arizona,true
86506,Texas,true
86507,Arizona,true
86507,Texas,true
86511,Arizona,true
86511,Texas,true
86512,Arizona,true
86512,Texas,true
86514,Arizona,true
86514,Texas,true
86515,Arizona,true
86515,Texas,true
86520,Arizona,true
86520,Texas,true
86535,Arizona,true
86535,Texas,true
86538,Arizona,true
86538,Texas,true
86544,Arizona,true
86544,Texas,true
86545,Arizona,true
86545,Texas,true
86547,Arizona,true
86547,Texas,true
88020,New Mexico,true
88020,Texas,true
88040,New Mexico,true
88040,Texas,true
88301,New Mexico,true
88301,Texas,true
89001,Nevada,true
89003,Nevada,true
89008,Nevada,true
89010,Nevada,true
89013,Nevada,true
89017,Nevada,true
89018,Nevada,true
89020,Nevada,true
89022,Nevada,true
89023,Nevada,true
89025,Nevada,true
89040,Nevada,true
89042,Nevada,true
89043,Nevada,true
89047,Nevada,true
89049,Nevada,true
89070,Nevada,true
89301,Nevada,true
89311,Nevada,true
89314,Nevada,true
89315,Nevada,true
89316,Nevada,true
89317,Nevada,true
89318,Nevada,true
89319,Nevada,true
89427,Nevada,true
89801,Nevada,true
89802,Nevada,true
89803,Nevada,true
89815,Nevada,true
89821,Nevada,true
89822,Nevada,true
89823,Nevada,true
89824,Nevada,true
89825,Nevada,true
89826,Nevada,true
89828,Nevada,true
89830,Nevada,true
89831,Nevada,true
89832,Nevada,true
89833,Nevada,true
89834,Nevada,true
89835,Nevada,true
90704,California,true
91948,California,true
91963,California,true
92004,California,true
92028,California,true
92036,California,true
92060,California,true
92066,California,true
92068,California,true
92088,California,true
92257,California,true
92281,California,true
92283,California,true
92328,California,true
92332,California,true
92363,California,true
92366,California,true
93453,California,true
93920,California,true
93924,California,true
93954,California,true
94020,California,true
94037,California,true
94920,California,true
95005,California,true
95006,California,true
95017,California,true
95018,California,true
95043,California,true
95075,California,true
95223,California,true
95631,California,true
95633,California,true
95634,California,true
95636,California,true
95637,California,true
95645,California,true
95651,California,true
95656,California,true
95664,California,true
95666,California,true
95675,California,true
95676,California,true
95679,California,true
95684,California,true
95701,California,true
95713,California,true
95715,California,true
95717,California,true
95720,California,true
95722,California,true
95726,California,true
95735,California,true
95910,California,true
95912,California,true
95914,California,true
95918,California,true
95919,California,true
95922,California,true
95925,California,true
95930,California,true
95935,California,true
95936,California,true
95944,California,true
95945,California,true
95946,California,true
95949,California,true
95950,California,true
95959,California,true
95960,California,true
95962,California,true
95970,California,true
95972,California,true
95975,California,true
95977,California,true
95979,California,true
95981,California,true
95982,California,true
95986,California,true
96014,California,true
96017,California,true
96023,California,true
96024,California,true
96025,California,true
96027,California,true
96029,California,true
96031,California,true
96033,California,true
96037,California,true
96039,California,true
96041,California,true
96046,California,true
96047,California,true
96048,California,true
96050,California,true
96052,California,true
96057,California,true
96058,California,true
96059,California,true
96061,California,true
96062,California,true
96063,California,true
96065,California,true
96069,California,true
96070,California,true
96071,California,true
96074,California,true
96075,California,true
96076,California,true
96084,California,true
96085,California,true
96086,California,true
96088,California,true
96089,California,true
96091,California,true
96093,California,true
96095,California,true
96096,California,true
96105,California,true
96125,California,true
96134,California,true
97406,Oregon,true
97411,Oregon,true
97416,Oregon,true
97425,Oregon,true
97458,Oregon,true
97466,Oregon,true
97476,Oregon,true
97604,Oregon,true
97620,Oregon,true
97630,Oregon,true
97635,Oregon,true
97636,Oregon,true
97638,Oregon,true
97640,Oregon,true
97641,Oregon,true
97711,Oregon,true
97721,Oregon,true
97731,Oregon,true
97732,Oregon,true
97733,Oregon,true
97735,Oregon,true
97736,Oregon,true
97740,Oregon,true
97750,Oregon,true
97817,Oregon,true
97819,Oregon,true
97827,Oregon,true
97830,Oregon,true
97831,Oregon,true
97834,Oregon,true
97837,Oregon,true
97840,Oregon,true
97842,Oregon,true
97846,Oregon,true
97848,Oregon,true
97856,Oregon,true
97864,Oregon,true
97870,Oregon,true
97872,Oregon,true
97874,Oregon,true
97877,Oregon,true
97884,Oregon,true
97901,Oregon,true
97902,Oregon,true
97903,Oregon,true
97904,Oregon,true
97906,Oregon,true
97907,Oregon,true
97908,Oregon,true
97909,Oregon,true
97910,Oregon,true
97911,Oregon,true
97913,Oregon,true
97914,Oregon,true
97917,Oregon,true
97918,Oregon,true
98022,Washington,true
98045,Washington,true
98068,Washington,true
98070,Washington,true
98220,Washington,true
98221,Washington,true
98223,Washington,true
98224,Washington,true
98237,Washington,true
98241,Washington,true
98243,Washington,true
98244,Washington,true
98245,Washington,true
98250,Washington,true
98252,Washington,true
98255,Washington,true
98256,Washington,true
98261,Washington,true
98262,Washington,true
98263,Washington,true
98266,Washington,true
98267,Washington,true
98279,Washington,true
98280,Washington,true
98283,Washington,true
98284,Washington,true
98286,Washington,true
98288,Washington,true
98297,Washington,true
98303,Washington,true
98304,Washington,true
98336,Washington,true
98361,Washington,true
98524,Washington,true
98526,Washington,true
98527,Washington,true
98535,Washington,true
98536,Washington,true
98538,Washington,true
98539,Washington,true
98546,Washington,true
98547,Washington,true
98548,Washington,true
98552,Washington,true
98554,Washington,true
98555,Washington,true
98560,Washington,true
98561,Washington,true
98562,Washington,true
98566,Washington,true
98571,Washington,true
98572,Washington,true
98575,Washington,true
98587,Washington,true
98616,Washington,true
98859,Washington,true
99105,Washington,true
99121,Washington,true
99126,Washington,true
99137,Washington,true
99138,Washington,true
99140,Washington,true
99146,Washington,true
99160,Washington,true
99356,Washington,true
99401,Washington,true
23456,US1,true
1213,Virginia test,true
,CA1,true
123456,Virginia test,true
"",US1,true
2324,US1,true
