Product SKU,,,,Product Description,Stock,NEW STATUS,Current Qty,Qty Sold,Price,Discounted Price,Supplier,Supplier Price,Alert Limit,Max LImit,Category,Sub-category,Factory
F007,V2,,,Drop Chair - Upholstered Aniline Leather-Cream / Chrome Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F007,V3,,,Drop Chair - Upholstered Aniline Leather-Dark Brown / Chrome Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F007,V4,,,Drop Chair - Upholstered Aniline Leather-Beige / Chrome Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F007,V5,,,Drop Chair - Upholstered Aniline Leather-Camel / Chrome Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F008,A0,,,Drop Chair - Upholstered Cashmere-Wheat Grey / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A1,,,Drop Chair Upholstered Cashmere Granite Dark Grey Black Powder Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A2,,,Drop Chair - Upholstered Cashmere-Chartreuse Green / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A3,,,Drop Chair - Upholstered Cashmere-Snow White / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A4,,,Drop Chair - Upholstered Cashmere-Dijon Yellow / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A5,,,Drop Chair - Upholstered Cashmere-Tiffany Blue / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A6,,,Drop Chair - Upholstered Cashmere-Imperial Red / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A7,,,Drop Chair - Upholstered Cashmere-Cobalt Blue / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A8,,,Drop Chair - Upholstered Cashmere-Pine Green / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,A9,,,Drop Chair - Upholstered Cashmere-Blue Grey / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,AA,,,Drop Chair - Upholstered Cashmere-Spanish Orange / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,AB,,,Drop Chair - Upholstered Cashmere-Cape Sands / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$78.00 ,,,Chairs,,Titahot
F008,C0,,,Drop Chair - Upholstered Velvet-Ecru Champagne / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C1,,,Drop Chair - Upholstered Velvet-Slate Pebble / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C2,,,Drop Chair - Upholstered Velvet-Rose Mauve / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C3,,,Drop Chair - Upholstered Velvet-Ginger Cider / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C4,,,Drop Chair - Upholstered Velvet-Tangerine Orange / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C5,,,Drop Chair - Upholstered Velvet-Graphite Grey / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C6,,,Drop Chair - Upholstered Velvet-Ash Brown / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C7,,,Drop Chair - Upholstered Velvet-Empress Green / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C8,,,Drop Chair - Upholstered Velvet-Indigo Blue / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,C9,,,Drop Chair - Upholstered Velvet-Jeweled Plum / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,CA,,,Drop Chair - Upholstered Velvet-Midnight Blue / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$66.00 ,,,Chairs,,Titahot
F008,E0,,,Drop Chair - Upholstered Linen-Slate Grey / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$67.00 ,,,Chairs,,Titahot
F008,E1,,,Drop Chair - Upholstered Linen-Smoke / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,609,,SCTF-100,$67.00 ,,,Chairs,,Titahot
F008,H0,,,Drop Chair - Upholstered Top Grain-Black / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,889,,SCTF-100,$135.00 ,,,Chairs,,Titahot
F008,H1,,,Drop Chair - Upholstered Top Grain-White / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,889,,SCTF-100,$135.00 ,,,Chairs,,Titahot
F008,H2,,,Drop Chair - Upholstered Top Grain-Cream / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,889,,SCTF-100,$135.00 ,,,Chairs,,Titahot
F008,H3,,,Drop Chair - Upholstered Top Grain-Dark Brown / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,889,,SCTF-100,$135.00 ,,,Chairs,,Titahot
F008,H4,,,Drop Chair - Upholstered Top Grain-Tan / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,889,,SCTF-100,$135.00 ,,,Chairs,,Titahot
F008,H5,,,Drop Chair - Upholstered Top Grain-Red / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,889,,SCTF-100,$135.00 ,,,Chairs,,Titahot
F008,J0,,,Drop Chair - Upholstered Vintage Leather-Brown / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,1,1079,,SCTF-100,$178.00 ,,,Chairs,,Titahot
F008,J5,,,Drop Chair - Upholstered Vintage Leather-Caramel / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,1079,,SCTF-100,$178.00 ,,,Chairs,,Titahot
F008,V0,,,Drop Chair - Upholstered Aniline Leather-Black / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F008,V1,,,Drop Chair - Upholstered Aniline Leather-White / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F008,V2,,,Drop Chair - Upholstered Aniline Leather-Cream / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F008,V3,,,Drop Chair - Upholstered Aniline Leather-Dark Brown / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F008,V4,,,Drop Chair - Upholstered Aniline Leather-Beige / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F008,V5,,,Drop Chair - Upholstered Aniline Leather-Camel / Black Powder-Coated Steel,Non-Inventory,Deactivated,0,0,939,,SCTF-100,$146.00 ,,,Chairs,,Titahot
F009,M1,,,Dsw Chair - Upholstered Fiberglass Cashmere-Dark Grey,Discontinued,,7,22,499,,SCGF-300,$77.00 ,8,30,Chairs,,Diffa
F010,S1,,,Molded Plywood Dining Chair (dcm) Oak Veneer,Discontinued,inventory,18,14,459,,SCGF-300,$87.00 ,1,6,Chairs,,Diffa
F010,S3,,,Molded Plywood Dining Chair (dcm) American Walnut Veneer,Discontinued,inventory,2,37,459,,SCGF-300,$87.00 ,10,30,Chairs,,Diffa
F011,H3,,,Saarinen Executive Leather Armchair - Wood Legs Top Grain-Dark Brown / Natural Ash,Deactivated,Non-Inventory,0,0,1349,,Default,,,,,,
F013,R0,,,Set of Two Fiberglass Classic Panton Chairs Glossy Black,Discontinued,,0,0,1359,,SCGF-300,$68.00 ,,,Chairs,,Diffa
F013,R1,,,Set of Two Fiberglass Classic Panton Chairs Glossy White,Discontinued,,0,6,1359,,SCGF-300,$68.00 ,,,Chairs,,Diffa
F013,R2,,,Set of Two Fiberglass Classic Panton Chairs Glossy Red,Discontinued,,3,0,1049,,SCGF-300,$68.00 ,,,Chairs,,Diffa
F014,A0,,,Corbusier Swivel Chair Cashmere-Wheat Grey,Non-Inventory,,0,1,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A1,,,Corbusier Swivel Chair Cashmere-Granite Dark Grey,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A2,,,Corbusier Swivel Chair Cashmere-Chartreuse Green,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A3,,,Corbusier Swivel Chair Cashmere-Snow White,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A4,,,Corbusier Swivel Chair Cashmere-Dijon Yellow,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A5,,,Corbusier Swivel Chair Cashmere-Tiffany Blue,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A6,,,Corbusier Swivel Chair Cashmere-Imperial Red,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A7,,,Corbusier Swivel Chair Cashmere-Cobalt Blue,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A8,,,Corbusier Swivel Chair Cashmere-Pine Green,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,A9,,,Corbusier Swivel Chair Cashmere-Blue Grey,Non-Inventory,,0,1,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,AA,,,Corbusier Swivel Chair Cashmere-Spanish Orange,Non-Inventory,,0,0,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,AB,,,Corbusier Swivel Chair Cashmere-Cape Sands,Non-Inventory,,0,2,829,,SCTF-100,$125.00 ,,,Chairs,,Titahot
F014,B0,,,Corbusier Swivel Chair Boucle Wool-Ruby,Non-Inventory,,0,0,779,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,B2,,,Corbusier Swivel Chair Boucle Wool-Charcoal Grey,Non-Inventory,Deactivated,0,0,779,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,B3,,,Corbusier Swivel Chair Boucle Wool-Yellow,Non-Inventory,,0,0,779,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,B5,,,Corbusier Swivel Chair Boucle Wool-Ocean,Non-Inventory,,0,0,779,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,B7,,,Corbusier Swivel Chair Boucle Wool-Copper,Non-Inventory,,0,0,779,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C0,,,Corbusier Swivel Chair Velvet Ecru Champagne,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C1,,,Corbusier Swivel Chair Velvet-Slate Pebble,Non-Inventory,,0,1,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C2,,,Corbusier Swivel Chair Velvet-Rose Mauve,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C3,,,Corbusier Swivel Chair Velvet-Ginger Cider,Non-Inventory,,0,6,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C4,,,Corbusier Swivel Chair Velvet-Tangerine Orange,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C5,,,Corbusier Swivel Chair Velvet-Graphite Grey,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C6,,,Corbusier Swivel Chair Velvet-Ash Brown,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C7,,,Corbusier Swivel Chair Velvet Empress Green,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C8,,,Corbusier Swivel Chair Velvet-Indigo Blue,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,C9,,,Corbusier Swivel Chair Velvet-Jeweled Plum,Non-Inventory,,0,2,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,CA,,,Corbusier Swivel Chair Velvet-Midnight Blue,Non-Inventory,,0,0,829,,SCTF-100,$123.00 ,,,Chairs,,Titahot
F014,H0,,,Corbusier Swivel Chair Top Grain-Black,Non-Inventory,,0,1,1109,,SCTF-100,$191.00 ,,,Chairs,,Titahot
F014,H1,,,Corbusier Swivel Chair Top Grain-White,Non-Inventory,,0,4,1109,,SCTF-100,$191.00 ,,,Chairs,,Titahot
F014,H2,,,Corbusier Swivel Chair Top Grain-Cream,Non-Inventory,,0,0,1109,,SCTF-100,$191.00 ,,,Chairs,,Titahot
F014,H3,,,Corbusier Swivel Chair Top Grain-Dark Brown,Non-Inventory,,0,2,1109,,SCTF-100,$191.00 ,,,Chairs,,Titahot
F014,H4,,,Corbusier Swivel Chair Top Grain-Tan,Non-Inventory,,0,2,1109,,SCTF-100,$191.00 ,,,Chairs,,Titahot
F014,H5,,,Corbusier Swivel Chair Top Grain-Red,Non-Inventory,,0,0,1109,,SCTF-100,$191.00 ,,,Chairs,,Titahot
F014,J0,,,Corbusier Swivel Chair Vintage Leather-Brown,Non-Inventory,,0,0,1269,,SCTF-100,$233.00 ,,,Chairs,,Titahot
F014,J5,,,Corbusier Swivel Chair Vintage Leather-Caramel,Non-Inventory,,0,6,1269,,SCTF-100,$233.00 ,,,Chairs,,Titahot
F014,V0,,,Corbusier Swivel Chair Aniline Leather-Black,Non-Inventory,,0,12,1179,,SCTF-100,$202.00 ,,,Chairs,,Titahot
F014,V1,,,Corbusier Swivel Chair Aniline Leather-White,Non-Inventory,,0,10,909,,SCTF-100,$202.00 ,,,Chairs,,Titahot
F014,V2,,,Corbusier Swivel Chair Aniline Leather-Cream,Non-Inventory,,0,2,1179,,SCTF-100,$202.00 ,,,Chairs,,Titahot
F014,V3,,,Corbusier Swivel Chair Aniline Leather-Dark Brown,Non-Inventory,,0,1,1179,,SCTF-100,$202.00 ,,,Chairs,,Titahot
F014,V4,,,Corbusier Swivel Chair Aniline Leather-Beige,Non-Inventory,,0,0,1179,,SCTF-100,$202.00 ,,,Chairs,,Titahot
F014,V5,,,Corbusier Swivel Chair Aniline Leather-Camel,Non-Inventory,,0,3,1179,,SCTF-100,$202.00 ,,,Chairs,,Titahot
F014,V6,,,Corbusier Swivel Chair Aniline Leather-Bone,Non-Inventory,,0,9,1179,,SCTF-100,$202.00 ,,,Chairs,,Titahot
F015,H0,,,Mies BRNO Chair Top Grain-Black,Non-Inventory,,0,31,1109,,SCTF-100,$197.00 ,,,Chairs,,Titahot
F015,H1,,,Mies BRNO Chair Top Grain-White,Non-Inventory,,0,7,1109,,SCTF-100,$197.00 ,,,Chairs,,Titahot
F015,H2,,,Mies BRNO Chair Top Grain-Cream,Non-Inventory,,0,4,1109,,SCTF-100,$197.00 ,,,Chairs,,Titahot
F015,H3,,,Mies BRNO Chair Top Grain-Dark Brown,Non-Inventory,,0,0,1109,,SCTF-100,$197.00 ,,,Chairs,,Titahot
F015,H4,,,Mies BRNO Chair Top Grain-Tan,Non-Inventory,,0,2,1109,,SCTF-100,$197.00 ,,,Chairs,,Titahot
F015,H5,,,Mies BRNO Chair Top Grain-Red,Non-Inventory,,0,1,1109,,SCTF-100,$197.00 ,,,Chairs,,Titahot
F015,J0,,,Mies BRNO Chair Vintage Leather-Brown,Non-Inventory,,0,0,1349,,SCTF-100,$236.00 ,,,Chairs,,Titahot
F015,J5,,,Mies BRNO Chair Vintage Leather-Caramel,Non-Inventory,,0,0,1349,,SCTF-100,$236.00 ,,,Chairs,,Titahot
F015,V0,,,Mies BRNO Chair Aniline Leather-Black,Non-Inventory,,3,37,1179,,SCTF-100,$207.00 ,,,Chairs,,Titahot
F015,V1,,,Mies BRNO Chair Aniline Leather-White,Non-Inventory,,1,0,1179,,SCTF-100,$207.00 ,,,Chairs,,Titahot
F015,V2,,,Mies BRNO Chair Aniline Leather-Cream,Non-Inventory,,0,0,1179,,SCTF-100,$207.00 ,,,Chairs,,Titahot
F015,V3,,,Mies BRNO Chair Aniline Leather-Dark Brown,Non-Inventory,,0,0,1179,,SCTF-100,$207.00 ,,,Chairs,,Titahot
F015,V4,,,Mies BRNO Chair Aniline Leather-Beige,Non-Inventory,,0,6,1179,,SCTF-100,$207.00 ,,,Chairs,,Titahot
F015,V5,,,Mies BRNO Chair Aniline Leather-Camel,Non-Inventory,,0,0,1179,,SCTF-100,$207.00 ,,,Chairs,,Titahot
F016,S1,,,Set of Two Norman Side Chairs Oak Veneer,Discontinued,,1,0,629,,SCGF-300,$120.00 ,,,Chairs,,Freeroom
F016,S2,,,Set of Two Norman Side Chairs American Walnut Veneer,Discontinued,,0,7,819,,SCGF-300,$120.00 ,,,Chairs,,Freeroom
F017,H0,,,Pk9 Chair Top Grain-Black,Non-Inventory,,0,0,1179,,SCTF-100,$175.00 ,,,Chairs,,Titahot
F017,H1,,,Pk9 Chair Top Grain-White,Non-Inventory,,0,0,1179,,SCTF-100,$175.00 ,,,Chairs,,Titahot
F017,H2,,,Pk9 Chair Top Grain-Cream,Non-Inventory,,0,4,1179,,SCTF-100,$175.00 ,,,Chairs,,Titahot
F017,H3,,,Pk9 Chair Top Grain-Dark Brown,Non-Inventory,,0,0,1179,,SCTF-100,$175.00 ,,,Chairs,,Titahot
F017,H4,,,Pk9 Chair Top Grain-Tan,Non-Inventory,,2,7,909,,SCTF-100,$175.00 ,,,Chairs,,Titahot
F017,H5,,,Pk9 Chair Top Grain-Red,Non-Inventory,,0,0,1179,,SCTF-100,$175.00 ,,,Chairs,,Titahot
F017,J0,,,Pk9 Chair Vintage Leather-Brown,Non-Inventory,,0,12,1349,,SCTF-100,$214.00 ,,,Chairs,,Titahot
F017,J5,,,Pk9 Chair Vintage Leather-Caramel,Non-Inventory,,0,6,1349,,SCTF-100,$214.00 ,,,Chairs,,Titahot
F017,V0,,,Pk9 Chair Aniline Leather-Black,Non-Inventory,,0,0,1259,,SCTF-100,$185.00 ,,,Chairs,,Titahot
F017,V1,,,Pk9 Chair Aniline Leather-White,Non-Inventory,,0,0,1259,,SCTF-100,$185.00 ,,,Chairs,,Titahot
F017,V2,,,Pk9 Chair Aniline Leather-Cream,Non-Inventory,,0,0,1259,,SCTF-100,$185.00 ,,,Chairs,,Titahot
F017,V3,,,Pk9 Chair Aniline Leather-Dark Brown,Non-Inventory,,0,4,1259,,SCTF-100,$185.00 ,,,Chairs,,Titahot
F017,V4,,,Pk9 Chair Aniline Leather-Beige,Non-Inventory,,0,0,1259,,SCTF-100,$185.00 ,,,Chairs,,Titahot
F017,V5,,,Pk9 Chair Aniline Leather-Camel,Non-Inventory,,0,4,1259,,SCTF-100,$185.00 ,,,Chairs,,Titahot
F018,A0,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Wheat Grey,Non-Inventory,,0,17,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A1,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Granite Dark Grey,Non-Inventory,,0,1,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A2,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Chartreuse Green,Non-Inventory,,7,21,569,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A3,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Snow White,Non-Inventory,,0,0,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A4,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Dijon Yellow,Non-Inventory,,0,0,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A5,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Tiffany Blue,Non-Inventory,,0,16,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A6,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Imperial Red,Non-Inventory,,0,0,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A7,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Cobalt Blue,Non-Inventory,,0,0,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A8,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Pine Green,Non-Inventory,,0,0,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,A9,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Blue Grey,Non-Inventory,,0,4,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,AA,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Spanish Orange,Non-Inventory,,0,5,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,AB,,,Saarinen Executive Side Chair - Steel Legs Cashmere-Cape Sands,Non-Inventory,,0,1,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,B2,,,Saarinen Executive Side Chair - Steel Legs Boucle Wool-Charcoal Grey,Non-Inventory,Deactivated,0,0,639,,SCTF-100,$114.00 ,,,Chairs,,Titahot
F018,B3,,,Saarinen Executive Side Chair - Steel Legs Boucle Wool-Yellow,Non-Inventory,,0,10,479,,SCTF-100,$114.00 ,,,Chairs,,Titahot
F018,B5,,,Saarinen Executive Side Chair - Steel Legs Boucle Wool-Ocean,Non-Inventory,,0,3,639,,SCTF-100,$114.00 ,,,Chairs,,Titahot
F018,B7,,,Saarinen Executive Side Chair - Steel Legs Boucle Wool-Copper,Non-Inventory,,0,0,639,,SCTF-100,$114.00 ,,,Chairs,,Titahot
F018,BA,,,Saarinen Executive Side Chair - Steel Legs Classic Boucle-Pearl,Non-Inventory,,0,6,839,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,BB,,,Saarinen Executive Side Chair - Steel Legs Classic Boucle-Pebble,Non-Inventory,,-6,2,839,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,BC,,,Saarinen Executive Side Chair - Steel Legs Classic Boucle-River Mist,Non-Inventory,,0,21,839,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,BD,,,Saarinen Executive Side Chair - Steel Legs Classic Boucle-Snow White,Non-Inventory,,0,12,839,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,D0,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Feathered Beige Grey,Non-Inventory,,0,0,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D1,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Pewter Grey,Non-Inventory,,0,10,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D2,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Cerulean Blue,Non-Inventory,,0,14,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D3,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Mustard Yellow,Non-Inventory,,0,0,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D4,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Evergreen,Non-Inventory,,0,6,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D5,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Dusty Rose,Non-Inventory,,0,0,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D6,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Jet Black,Non-Inventory,,0,0,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D7,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Azure Blue,Non-Inventory,,0,4,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,D8,,,Saarinen Executive Side Chair - Steel Legs Chenille Helios-Cream,Non-Inventory,,0,7,639,,SCTF-100,$117.00 ,,,Chairs,,Titahot
F018,G1,,,Saarinen Executive Side Chair - Steel Legs Sunbrella-Canvas Canvas - 5453-0000,Non-Inventory,Deactivated,0,0,969,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,G3,,,Saarinen Executive Side Chair - Steel Legs Sunbrella-Canvas Forest Green - 5446-0000,Non-Inventory,Deactivated,0,0,969,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,G4,,,Saarinen Executive Side Chair - Steel Legs Sunbrella-Canvas Natural - 5404-0000,Non-Inventory,Deactivated,0,0,969,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,G5,,,Saarinen Executive Side Chair - Steel Legs Sunbrella-Canvas Navy - 5439-0000,Non-Inventory,Deactivated,0,0,969,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,G6,,,Saarinen Executive Side Chair - Steel Legs Sunbrella-Cast Silver - 40433-0000,Non-Inventory,Deactivated,0,0,969,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,G7,,,Saarinen Executive Side Chair - Steel Legs Sunbrella-Cast Slate - 40434-0000,Non-Inventory,Deactivated,0,0,969,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,H0,,,Saarinen Executive Side Chair - Steel Legs Top Grain-Black,Non-Inventory,,0,2,989,,SCTF-100,$218.00 ,,,Chairs,,Titahot
F018,H1,,,Saarinen Executive Side Chair - Steel Legs Top Grain-White,Non-Inventory,,0,10,989,,SCTF-100,$218.00 ,,,Chairs,,Titahot
F018,H2,,,Saarinen Executive Side Chair - Steel Legs Top Grain-Cream,Non-Inventory,,0,0,989,,SCTF-100,$218.00 ,,,Chairs,,Titahot
F018,H3,,,Saarinen Executive Side Chair - Steel Legs Top Grain-Dark Brown,Non-Inventory,,0,0,989,,SCTF-100,$218.00 ,,,Chairs,,Titahot
F018,H4,,,Saarinen Executive Side Chair - Steel Legs Top Grain-Tan,Non-Inventory,,0,0,989,,SCTF-100,$218.00 ,,,Chairs,,Titahot
F018,H5,,,Saarinen Executive Side Chair - Steel Legs Top Grain-Red,Non-Inventory,,0,0,989,,SCTF-100,$218.00 ,,,Chairs,,Titahot
F018,J0,,,Saarinen Executive Side Chair - Steel Legs Vintage Leather-Brown,Non-Inventory,,0,0,1179,,SCTF-100,$289.00 ,,,Chairs,,Titahot
F018,J5,,,Saarinen Executive Side Chair - Steel Legs Vintage Leather-Caramel,Non-Inventory,,0,0,1179,,SCTF-100,$289.00 ,,,Chairs,,Titahot
F018,NA,,,Saarinen Executive Side Chair - Steel Legs Lustrous Velvet-Alpine White,Non-Inventory,,0,0,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
F018,NB,,,Saarinen Executive Side Chair - Steel Legs Lustrous Velvet-Hazelnut,Non-Inventory,,0,0,739,,SCTF-100,$136.00 ,,,Chairs,,Titahot
