Product Name,SKU,Factory Cost,Status,Supplier Code,Factory,Category,Sub-Category
Pastoe Frame Style Sideboard Walnut Veneer,N025-S3,376,Inventory,SCGF-300,Bai cheng,Storage,Sideboards
